Subfolder,Deal,NorthHand,EastHand,SouthHand,WestHand,label
DONT,5,S:QJ4 H:74 D:Q75 C:AJ962,S:AK962 H:A53 D:KT C:K84,S:T75 H:KQJ982 D:A96 C:3,S:83 H:T6 D:J8432 C:QT75,auction_1nt
DONT,6,S:T7 H:AJ9742 D:A82 C:KQ,S:K5 H:83 D:J765 C:A7653,S:QJ98643 H:65 D:94 C:T2,S:A2 H:KQT D:KQT3 C:J984,auction_1nt
DONT,7,S:AJ97 H:J73 D:KQ5 C:QJ4,S:QT652 H: D:742 C:A9862,S:4 H:KQ9862 D:863 C:T75,S:K83 H:AT54 D:AJT9 C:K3,auction_1nt
DONT,8,S:K2 H:63 D:753 C:KJ9653,S:T96 H:K4 D:AKJ82 C:A42,S:A873 H:J852 D:Q964 C:Q,S:QJ54 H:AQT97 D:T C:T87,auction_1nt
DONT,9,S:J4 H:KQJT743 D:75 C:62,S:AT72 H:A95 D:AK3 C:QT7,S:85 H:82 D:T96 C:AKJ983,S:KQ963 H:6 D:QJ842 C:54,auction_1nt
DONT,10,S:KQJ83 H:AT764 D:6 C:K8,S:A942 H:93 D:832 C:T542,S:7 H:QJ82 D:KQT74 C:973,S:T65 H:K5 D:AJ95 C:AQJ6,auction_1nt
DONT,11,S:KJ96 H:K973 D:AQ65 C:8,S:87 H:JT2 D:JT73 C:J642,S:AT32 H:64 D:98 C:KT975,S:Q54 H:AQ85 D:K42 C:AQ3,auction_1nt
DONT,12,S:KT8652 H:J63 D:T5 C:87,S:Q4 H:A54 D:K9742 C:KQJ,S:AJ73 H:KQ9 D:AQ86 C:63,S:9 H:T872 D:J3 C:AT9542,auction_1nt
DONT,13,S:A864 H:QT87 D:K642 C:Q,S:QJ H:AK63 D:AJ8 C:7652,S:75 H:52 D:Q95 C:AKJ983,S:KT932 H:J94 D:T73 C:T4,auction_1nt
DONT,14,S:KQ985 H:64 D:86 C:KQ92,S:43 H:J982 D:AQ3 C:J764,S:A76 H:QT53 D:J742 C:85,S:JT2 H:AK7 D:KT95 C:AT3,auction_1nt
DONT,15,S:87 H:KQJT87 D:965 C:83,S:T95 H:5 D:QJT732 C:A42,S:AK632 H:94 D:8 C:KQ975,S:QJ4 H:A632 D:AK4 C:JT6,auction_1nt
DONT,16,S:Q9742 H:KT94 D:75 C:42,S:KJT6 H:AQ32 D:KT C:AT5,S:A3 H:J65 D:AQ86 C:K863,S:85 H:87 D:J9432 C:QJ97,auction_1nt
DONT,17,S:T64 H:JT83 D:AJ8 C:A75,S:A83 H:AQ94 D:KT6 C:Q92,S:KQJ975 H:52 D:Q95 C:83,S:2 H:K76 D:7432 C:KJT64,auction_1nt
DONT,18,S:8653 H:Q92 D:754 C:Q63,S:KQ H:8643 D:AKT C:KJ98,S:AJT H:KJ7 D:QJ96 C:AT7,S:9742 H:AT5 D:832 C:542,auction_1nt
DONT,19,S:J64 H:AT865 D:KQ9 C:K4,S:8 H:KQ732 D:J2 C:JT832,S:KQT932 H:9 D:864 C:975,S:A75 H:J4 D:AT753 C:AQ6,auction_1nt
DONT,20,S:QT742 H:KT974 D:5 C:42,S:AK6 H:QJ3 D:T2 C:AQ975,S:J93 H:A65 D:AQ86 C:K83,S:85 H:82 D:KJ9743 C:JT6,auction_1nt
Drury,1,S:K43 H:AQJ54 D:63 C:T95,S:JT982 H:9 D:AQT98 C:AJ,S:A5 H:KT83 D:K752 C:843,S:Q76 H:762 D:J4 C:KQ762,auction_calm
Drury,2,S:Q874 H:A53 D:KQ3 C:T82,S:T32 H:K72 D:85 C:KQJ73,S:AKJ95 H:Q94 D:76 C:965,S:6 H:JT86 D:AJT942 C:A4,auction_calm
Drury,3,S:AK952 H:K83 D:QJ C:752,S:6 H:QJ965 D:A2 C:QJT63,S:QJT7 H:A4 D:KT953 C:94,S:843 H:T72 D:8764 C:AK8,auction_calm
Drury,4,S:A94 H:AJ7 D:KT83 C:T82,S:Q86 H:954 D:A2 C:J9643,S:752 H:KQT63 D:QJ9 C:A7,S:KJT3 H:82 D:7654 C:KQ5,auction_calm
Drury,5,S:Q84 H:AKJ53 D:82 C:A74,S:AJ952 H: D:KJ95 C:J652,S:7 H:Q9864 D:T743 C:K83,S:KT63 H:T72 D:AQ6 C:QT9,auction_calm
Drury,6,S:T642 H:KQ5 D:86 C:AQ93,S:A3 H:JT62 D:54 C:JT652,S:QJ9875 H:A4 D:KQJ C:87,S:K H:9873 D:AT9732 C:K4,auction_calm
Drury,7,S:KT843 H:J53 D:J76 C:AK,S:7 H:QT864 D:A4 C:JT832,S:QJ96 H:AK D:852 C:9765,S:A52 H:972 D:KQT93 C:Q4,auction_calm
Drury,8,S:JT96 H:Q8 D:86 C:K8653,S:2 H:J632 D:AJ954 C:QJ4,S:KQ875 H:K74 D:KQ7 C:T2,S:A43 H:AT95 D:T32 C:A97,auction_calm
FSF,1,S:KQ92 H:AT6 D:J5 C:K954,S:64 H:73 D:AQ842 C:QT72,S:A5 H:KQ982 D:T96 C:A63,S:JT873 H:J54 D:K73 C:J8,auction_calm
FSF,2,S:K72 H:AJT93 D:Q6 C:953,S:J43 H:Q65 D:J3 C:QJ862,S:Q986 H:82 D:AK74 C:AT4,S:AT5 H:K74 D:T9852 C:K7,auction_calm
FSF,3,S:KQ92 H:T6 D:AJ5 C:K954,S:64 H:J43 D:Q842 C:QT72,S:A5 H:KQ982 D:T96 C:A63,S:JT873 H:A75 D:K73 C:J8,auction_calm
FSF,4,S:AK752 H:863 D:AK C:984,S:JT98 H:KQ42 D:8762 C:T,S:6 H:AJT D:QT954 C:AQ73,S:Q43 H:975 D:J3 C:KJ652,auction_calm
FSF,5,S:Q4 H:AT864 D:83 C:AK82,S:9865 H:K92 D:A7652 C:9,S:KJT7 H:QJ D:KQJ9 C:J76,S:A32 H:753 D:T4 C:QT543,auction_calm
FSF,6,S:AK985 H:A5 D:87 C:QJ94,S:JT64 H:JT2 D:AQJ95 C:7,S:7 H:KQ863 D:T4 C:AKT86,S:Q32 H:974 D:K632 C:532,auction_calm
FSF,7,S:4 H:AJ863 D:QJT7 C:AJ9,S:A985 H:95 D:85 C:QT752,S:KQJ76 H:KQ D:K64 C:863,S:T32 H:T742 D:A932 C:K4,auction_calm
FSF,8,S:KT854 H:AKT7 D:85 C:K4,S:AJ97 H:64 D:64 C:JT762,S:6 H:QJ82 D:AKT9 C:A985,S:Q32 H:953 D:QJ732 C:Q3,auction_calm
FSF,9,S:A3 H:AQJ72 D:QT83 C:64,S:964 H:K95 D:J2 C:QJT32,S:KQJ5 H:864 D:AK7 C:975,S:T872 H:T3 D:9654 C:AK8,auction_calm
FSF,10,S:KQJ62 H:963 D:A6 C:K54,S:A985 H:T7 D:75 C:JT872,S:743 H:K2 D:KJT8 C:AQ96,S:T H:AQJ854 D:Q9432 C:3,auction_calm
FSF,11,S:KJ3 H:QT975 D:AQ96 C:6,S:Q6 H:A42 D:J8754 C:T94,S:975 H:63 D:KT C:AKQJ83,S:AT842 H:KJ8 D:32 C:752,auction_calm
FSF,12,S:KQ95 H:K3 D:AJ863 C:93,S:T2 H:Q964 D:K4 C:JT852,S:A863 H:AJ75 D:9 C:KQ64,S:J74 H:T82 D:QT752 C:A7,auction_calm
FSF,13,S:T94 H:KQJ62 D:6 C:AK65,S:82 H:9 D:KQJT875 C:JT4,S:KQJ53 H:73 D:A94 C:Q83,S:A76 H:AT854 D:32 C:972,auction_calm
FSF,14,S:A7 H:AQ743 D:T82 C:JT5,S:43 H:82 D:AQJ743 C:973,S:KT86 H:KJ9 D:6 C:AK642,S:QJ952 H:T65 D:K95 C:Q8,auction_calm
Help,1,S:QT6 H:T86 D:AJ4 C:J752,S:K987 H:K7 D:97 C:QT984,S:A5 H:AQ942 D:T853 C:K3,S:J432 H:J53 D:KQ62 C:A6,auction_calm
Help,2,S:KQT98 H:Q543 D:AQ C:A5,S:A53 H:A72 D:74 C:JT983,S:J742 H:K8 D:965 C:K762,S:6 H:JT96 D:KJT832 C:Q4,auction_calm
Help,3,S:T853 H:KQ54 D:Q76 C:94,S:K42 H:J62 D:43 C:QJ872,S:AQJ96 H:A7 D:AK5 C:T63,S:7 H:T983 D:JT982 C:AK5,auction_calm
Help,4,S:A3 H:AQJ92 D:Q742 C:K8,S:QT985 H:T3 D:AJT9 C:Q9,S:J42 H:K85 D:653 C:A762,S:K76 H:764 D:K8 C:JT543,auction_calm
Help,5,S:QJ2 H:K863 D:865 C:T95,S:T74 H:4 D:QJT974 C:AK4,S:K3 H:AJ972 D:AK C:J863,S:A9865 H:QT5 D:32 C:Q72,auction_calm
Help,6,S:AKQ92 H:Q873 D:A4 C:Q7,S:J64 H:A94 D:87 C:K9853,S:8753 H:6 D:KQ53 C:JT62,S:T H:KJT52 D:JT962 C:A4,auction_calm
Help,7,S:Q65 H:T864 D:AJ73 C:76,S:92 H:AQ973 D:5 C:JT942,S:AKJ84 H:2 D:K642 C:A83,S:T73 H:KJ5 D:QT98 C:KQ5,auction_calm
Help,8,S:KQ5 H:AQT75 D:AJ C:J64,S:JT843 H:8 D:K42 C:A972,S:A62 H:KJ6 D:9653 C:Q83,S:97 H:9432 D:QT87 C:KT5,auction_calm
Help,9,S:K8 H:J742 D:K762 C:965,S:AT972 H: D:T98 C:KJT72,S:Q543 H:KQT98 D:A5 C:AQ,S:J6 H:A653 D:QJ43 C:843,auction_calm
Help,10,S:AKQ84 H:62 D:962 C:AK8,S:92 H:QT87 D:A7 C:97643,S:T53 H:AK53 D:853 C:QT2,S:J76 H:J94 D:KQJT4 C:J5,auction_calm
Jacoby,1,S:K764 H:KT6 D:A953 C:K8,S:5 H:A9743 D:Q2 C:T9742,S:AQJT8 H:QJ2 D:84 C:Q53,S:932 H:85 D:KJT76 C:AJ6,auction_calm
Jacoby,2,S:KQJ62 H:6 D:KJ75 C:A84,S:943 H:AT D:QT92 C:JT72,S:AT87 H:KJ95 D:84 C:KQ3,S:5 H:Q87432 D:A63 C:965,auction_calm
Jacoby,3,S:QJ95 H:AJ63 D:K7 C:KT4,S:4 H:T972 D:A9 C:A97632,S:AKT87 H:KQ5 D:JT84 C:8,S:632 H:84 D:Q6532 C:QJ5,auction_calm
Jacoby,4,S:AQJT8 H:K4 D:84 C:AQ83,S:6 H:AQT863 D:3 C:97642,S:K943 H:72 D:KQJ95 C:KJ,S:752 H:J95 D:AT762 C:T5,auction_calm
Jacoby,5,S:K973 H:J7 D:KQ65 C:KJ8,S:62 H:AQ63 D:97 C:97652,S:AQJT85 H:K4 D:84 C:AT3,S:4 H:T9852 D:AJT32 C:Q4,auction_calm
Jacoby,6,S:A65 H:AT754 D:A7 C:862,S:T942 H:93 D:652 C:AJT3,S:K3 H:KQ86 D:KQJ3 C:975,S:QJ87 H:J2 D:T984 C:KQ4,auction_calm
Jacoby,7,S:QJ H:AJT6 D:Q52 C:KJ73,S:AKT82 H:8 D:763 C:9862,S:73 H:KQ972 D:AKJ98 C:5,S:9654 H:543 D:T4 C:AQT4,auction_calm
Jacoby,8,S:AQ3 H:AJT953 D:6 C:K82,S:98642 H:7 D:Q984 C:AQ3,S:KJ H:KQ86 D:KJT3 C:975,S:T75 H:42 D:A752 C:JT64,auction_calm
Jacoby,9,S:3 H:QT95 D:AQ3 C:KJT83,S:AQ762 H:73 D:875 C:754,S:T94 H:AKJ84 D:KJT C:AQ,S:KJ85 H:62 D:9642 C:962,auction_calm
Jacoby,10,S:K3 H:KJT974 D:KQ5 C:A9,S:JT H:6 D:T432 C:K86532,S:AQ62 H:AQ53 D:J98 C:T7,S:98754 H:82 D:A76 C:QJ4,auction_calm
Jacoby,11,S:AQ63 H:A9 D:T87 C:A964,S:4 H:654 D:652 C:KJT732,S:KJ98752 H:KQ3 D:AK C:8,S:T H:JT872 D:QJ943 C:Q5,auction_calm
Jacoby,12,S:765 H:AJT96 D:KQ C:A65,S:AQ842 H:73 D:T85 C:J98,S:9 H:KQ85 D:A972 C:K743,S:KJT3 H:42 D:J643 C:QT2,auction_calm
Jacoby,13,S:A654 H:K52 D:A86 C:974,S:J2 H:T84 D:J97432 C:86,S:KQ987 H:A96 D:KT5 C:53,S:T3 H:QJ73 D:Q C:AKQJT2,auction_1s_2c
Jacoby,14,S:765 H:AJT96 D:KQ C:A65,S:AJ842 H:73 D:T85 C:Q98,S:K H:KQ85 D:A972 C:J743,S:QT93 H:42 D:J643 C:KT2,auction_calm
Jacoby,15,S:KQJ52 H:AJT2 D:954 C:7,S:AT84 H:6 D:T8 C:JT9532,S:3 H:KQ753 D:KQJ6 C:A86,S:976 H:984 D:A732 C:KQ4,auction_calm
Jacoby,16,S:AJ8763 H:AQ7 D:KQ C:87,S: H:T8532 D:A9763 C:J96,S:K9542 H:K6 D:J4 C:KQ53,S:QT H:J94 D:T852 C:AT42,auction_calm
Jacoby,17,S:AK3 H:KJ95 D:KQJ3 C:97,S:J952 H:64 D:A652 C:843,S:Q74 H:AQT83 D:87 C:KQ6,S:T86 H:72 D:T94 C:AJT52,auction_calm
Jacoby,18,S:A98753 H:95 D:KQJT C:A,S:6 H:AJT743 D:A84 C:763,S:KQJ42 H: D:9753 C:KQ84,S:T H:KQ862 D:62 C:JT952,auction_calm
Jacoby,19,S:KQ643 H:76 D:AKQ C:KQJ,S:95 H:K94 D:T92 C:97642,S:AJT87 H:AQ D:J4 C:AT83,S:2 H:JT8532 D:87653 C:5,auction_calm
Jacoby,20,S:743 H:AT852 D:KJ C:KQ9,S:AKQT82 H:764 D:3 C:753,S:96 H:KQJ3 D:AQ764 C:T2,S:J5 H:9 D:T9852 C:AJ864,auction_1h_1s
Jacoby,21,S:A75 H:J9865 D:AK93 C:7,S:QJ H:3 D:J6542 C:JT842,S:K92 H:AKQ74 D:7 C:A963,S:T8643 H:T2 D:QT8 C:KQ5,auction_calm
Jacoby,22,S:AK874 H:6 D:KJ62 C:QJ6,S:J62 H:T732 D:4 C:AKT32,S:QT95 H:KQ D:AQ3 C:9875,S:3 H:AJ9854 D:T9875 C:4,auction_calm
Jacoby,23,S:AK3 H:KJ95 D:J3 C:QT87,S:98642 H:T D:T9852 C:A2,S:QJ H:AQ8643 D:KQ C:KJ5,S:T75 H:72 D:A764 C:9643,auction_calm
Jacoby,24,S:AQ853 H:5 D:AJT72 C:63,S:JT H:6 D:943 C:AQ98742,S:K9762 H:AK74 D:KQ8 C:K,S:4 H:QJT9832 D:65 C:JT5,auction_calm
Jacoby,25,S:KJ64 H:KQ5 D:J4 C:AJ95,S:T82 H:84 D:AT2 C:87632,S:AQ975 H:JT D:KQ5 C:KQT,S:3 H:A97632 D:98763 C:4,auction_calm
Leben,1,S:AQ6 H:Q73 D:A85 C:KJ94,S:4 H:AKT982 D:KJ3 C:T53,S:KT9753 H:64 D:9764 C:Q,S:J82 H:J5 D:QT2 C:A8762,auction_1nt_2h
Leben,2,S:KQJ73 H:75 D:543 C:AJ7,S:9642 H:QJ2 D:T2 C:T852,S:T85 H:A8 D:AK76 C:KQ93,S:A H:KT9643 D:QJ98 C:64,auction_1nt_2h
Leben,3,S:A96 H:Q74 D:A85 C:AK76,S:QT2 H:953 D:KQJT93 C:Q,S:K85 H:AKJ86 D:72 C:843,S:J743 H:T2 D:64 C:JT952,auction_1nt_2d
Leben,4,S:86 H:KQJ73 D:543 C:972,S:JT74 H:962 D:JT98 C:KQ,S:KQ93 H:AT85 D:AK6 C:J6,S:A52 H:4 D:Q72 C:AT8543,auction_1nt_2c
Leben,5,S:K9 H:AQ76 D:AK92 C:T76,S:63 H:T8 D:QT7 C:AKQJ52,S:AQT8 H:KJ95 D:J54 C:84,S:J7542 H:432 D:863 C:93,auction_1nt_2c
Leben,6,S:76 H:KQJ7 D:T3 C:AT732,S:T85 H:62 D:872 C:J9854,S:KQ93 H:AT85 D:Q6 C:KQ6,S:AJ42 H:943 D:AKJ954 C:,auction_1nt_2d
Leben,7,S:A84 H:AQJ D:KJ3 C:Q763,S:KJ9753 H:62 D:A C:AJ98,S:62 H:853 D:Q98754 C:K4,S:QT H:KT974 D:T62 C:T52,auction_1nt_2s
Leben,8,S:5 H:QJ9742 D:943 C:J74,S:KQ2 H:8 D:K875 C:T9832,S:A87 H:K65 D:QJT6 C:KQ6,S:JT9643 H:AT3 D:A2 C:A5,auction_1nt_2s
Leben,9,S:752 H:AKQ6 D:A3 C:KT83,S:AKQT93 H:J2 D:T98 C:54,S:84 H:9853 D:KQJ4 C:AQ7,S:J6 H:T74 D:7652 C:J962,auction_1nt_2s
Leben,10,S:KT5 H:52 D:AQJ73 C:875,S:Q864 H:73 D:9542 C:J62,S:A97 H:AJT D:KT6 C:KQ94,S:J32 H:KQ9864 D:8 C:AT3,auction_1nt_2h
Leben,11,S:752 H:AQ D:AK53 C:KT83,S:KJT864 H:J4 D:T6 C:AQ9,S:AQ H:K853 D:QJ94 C:764,S:93 H:T9762 D:872 C:J52,auction_1nt_2s
Leben,12,S:J964 H:KQ73 D:AQ9 C:T3,S:T532 H:8642 D:85 C:752,S:KQ8 H:AJ5 D:T6 C:KQJ94,S:A7 H:T9 D:KJ7432 C:A86,auction_1nt_2d
Leben,13,S:K95 H:AJ9 D:KQ85 C:AT2,S:QJ3 H:KQT852 D:4 C:QJ6,S:A74 H:763 D:AJ6 C:K974,S:T862 H:4 D:T9732 C:853,auction_1nt_2h
Leben,14,S:QT4 H:KJ6 D:A97 C:KT83,S:9872 H:54 D:54 C:96542,S:AJ5 H:97 D:KQT83 C:AQ7,S:K63 H:AQT832 D:J62 C:J,auction_1nt_2h
Leben,15,S:742 H:AQ D:AK53 C:KT93,S:KJT863 H:T4 D:T6 C:AQ8,S:AQ5 H:K83 D:QJ94 C:764,S:9 H:J97652 D:872 C:J52,auction_1nt_2s
Leben,16,S:KJ73 H:964 D:J82 C:K65,S: H:JT8532 D:AT65 C:T83,S:T85 H:AK7 D:KQ73 C:A74,S:AQ9642 H:Q D:94 C:QJ92,auction_1nt_2s
Leben,17,S:KJ5 H:KJ7 D:A96 C:KQT2,S:A8 H:8 D:KQ7542 C:J764,S:Q74 H:QT965 D:83 C:A83,S:T9632 H:A432 D:JT C:95,auction_1nt_2d
Leben,18,S:AJ63 H:94 D:A85 C:KJT3,S:T97 H:J73 D:T64 C:9852,S:KQ5 H:T8 D:KQ73 C:AQ74,S:842 H:AKQ652 D:J92 C:6,auction_1nt_2h
Leben,19,S:K73 H:A952 D:Q5 C:AKJ5,S: H:KQJT D:KT8432 C:Q73,S:A8 H:764 D:AJ97 C:T964,S:QJT96542 H:83 D:6 C:82,auction_1nt_2d
Leben,20,S:QT84 H:K6 D:AT7 C:KT83,S:752 H:J5432 D:J6 C:642,S:KJ93 H:AQ87 D:95 C:AQ7,S:A6 H:T9 D:KQ8432 C:J95,auction_1nt_2d
Major,1,S:975 H:Q732 D:543 C:AK4,S:832 H:T5 D:AKQ9 C:JT97,S:A4 H:AKJ98 D:872 C:865,S:KQJT6 H:64 D:JT6 C:Q32,auction_calm
Major,2,S:963 H:Q752 D:K4 C:K874,S:KJT875 H:J D:T65 C:T93,S:A4 H:AKT98 D:A72 C:QJ5,S:Q2 H:643 D:QJ983 C:A62,auction_calm
Major,3,S:9872 H:K83 D:AQJ C:Q64,S:A43 H:QJ7 D:T3 C:T9732,S:KQJT6 H:A D:9872 C:KJ5,S:5 H:T96542 D:K654 C:A8,auction_calm
Major,4,S:K742 H:Q8 D:A653 C:K94,S:J H:K753 D:KQ84 C:JT52,S:A8653 H:J4 D:J72 C:AQ6,S:QT9 H:AT962 D:T9 C:873,auction_calm
Major,5,S:A73 H:A73 D:Q5 C:QJ543,S:KJ4 H:9 D:J8643 C:KT86,S:952 H:KJT864 D:K72 C:A,S:QT86 H:Q52 D:AT9 C:972,auction_calm
Major,6,S:J874 H:75 D:K54 C:QJ52,S:Q9 H:KT D:Q9863 C:KT86,S:AK65 H:J9864 D:72 C:A3,S:T32 H:AQ32 D:AJT C:974,auction_calm
Major,7,S:K973 H:5 D:KQ64 C:Q876,S:J8 H:97 D:AJT95 C:JT95,S:AT65 H:AK864 D:72 C:A3,S:Q42 H:QJT32 D:83 C:K42,auction_calm
Major,8,S:A4 H:Q7 D:KT97 C:KQJ86,S:J8 H:K82 D:6542 C:A953,S:KQ973 H:AT95 D:QJ3 C:T,S:T652 H:J643 D:A8 C:742,auction_calm
Major,9,S:62 H:K973 D:A84 C:A983,S:KJT84 H:6 D:6 C:KJT542,S:A9753 H:QJT5 D:KQJ C:7,S:Q H:A842 D:T97532 C:Q6,auction_calm
Major,10,S:Q6 H:K873 D:A97 C:T854,S:J8 H:T6 D:8432 C:AKQ93,S:AKT753 H:QJ5 D:KQT C:7,S:942 H:A942 D:J65 C:J62,auction_calm
Major,11,S:AT2 H:K752 D:743 C:A97,S:KJ9873 H: D:J2 C:86432,S:6 H:AQJ98 D:AK85 C:KQJ,S:Q54 H:T643 D:QT96 C:T5,auction_calm
Major,12,S:K5 H:AKQ75 D:K63 C:AT8,S:AJT64 H:J D:T2 C:QJ754,S:987 H:T86 D:AQ85 C:632,S:Q32 H:9432 D:J974 C:K9,auction_calm
Major,13,S:742 H:KT742 D:AQ4 C:K3,S:AQJT93 H: D:7 C:AJT752,S:8 H:Q9853 D:KJ85 C:864,S:K65 H:AJ6 D:T9632 C:Q9,auction_calm
Major,14,S:3 H:AKJ873 D:AQJ3 C:73,S:QT8654 H:9 D:95 C:AJ94,S:AK972 H:Q5 D:742 C:T65,S:J H:T642 D:KT86 C:KQ82,auction_calm
Major,15,S:AQT93 H:A92 D:KQJ3 C:4,S:854 H:KQ7 D:9 C:J98632,S:KJ72 H:85 D:742 C:AKQ5,S:6 H:JT643 D:AT865 C:T7,auction_calm
Major,16,S:75 H:AKT764 D:KJ C:QJT,S:Q92 H:J D:732 C:AK9753,S:AKT8 H:9853 D:QT96 C:8,S:J643 H:Q2 D:A854 C:642,auction_calm
Major,17,S:A962 H:AKJ74 D:T5 C:73,S:J543 H:T5 D:7 C:KJT542,S:KQT8 H:Q6 D:QJ96 C:A96,S:7 H:9832 D:AK8432 C:Q8,auction_calm
Major,18,S:AT975 H:KQ D:KT5 C:AJ7,S:J32 H:AT5 D:8 C:KT8432,S:KQ86 H:J76 D:QJ76 C:96,S:4 H:98432 D:A9432 C:Q5,auction_calm
Major,19,S:AT975 H:KQ D:A3 C:QT43,S:J32 H:AT95 D:T54 C:KJ7,S:KQ86 H:J76 D:J76 C:965,S:4 H:8432 D:KQ982 C:A82,auction_calm
Major,20,S:AK42 H:AKJ53 D:J72 C:T,S:QT8765 H:8 D:84 C:AJ83,S:93 H:QT6 D:KQT3 C:9654,S:J H:9742 D:A965 C:KQ72,auction_calm
Michaels,1,S:K93 H:74 D:QJ65 C:A832,S:A7 H:Q6 D:K8742 C:KQT5,S:QJ864 H:AT983 D:3 C:76,S:T52 H:KJ52 D:AT9 C:J94,auction_1d
Michaels,2,S:AT863 H:AT974 D:86 C:5,S:KQ72 H:Q65 D:974 C:JT3,S:J95 H:K83 D:AJT5 C:976,S:4 H:J2 D:KQ32 C:AKQ842,auction_1c
Michaels,3,S:A642 H:Q873 D:Q3 C:A95,S:QJ H:KJ542 D:A82 C:T87,S:75 H:9 D:KT974 C:KQJ63,S:KT983 H:AT6 D:J65 C:42,auction_1h
Michaels,4,S:96 H:4 D:KQJ84 C:KQT75,S:K4 H:KT852 D:732 C:A63,S:J75 H:AJ973 D:965 C:J2,S:AQT832 H:Q6 D:AT C:984,auction_1s
Michaels,5,S:863 H:K7532 D:A975 C:Q,S:AQJT92 H: D:J3 C:A9764,S:7 H:JT984 D:6 C:KJT532,S:K54 H:AQ6 D:KQT842 C:8,auction_1s
Michaels,6,S:74 H:6 D:J9873 C:AQT85,S:8532 H:T85 D:T5 C:9643,S:AKT6 H:AKJ9 D:K6 C:KJ2,S:QJ9 H:Q7432 D:AQ42 C:7,auction_1h
Michaels,7,S:A93 H:A6 D:Q9842 C:KQJ,S:QJ H:KT32 D:A7 C:A8765,S:87 H:QJ984 D:KJT53 C:2,S:KT6542 H:75 D:6 C:T943,auction_1c
Michaels,8,S:K9874 H:QJT96 D:5 C:74,S:Q3 H:83 D:J8432 C:KQ83,S:AJT6 H:74 D:A76 C:AT95,S:52 H:AK52 D:KQT9 C:J62,auction_1d
Michaels,9,S:KQJ7 H:6 D:974 C:K8654,S:A8654 H:A2 D:6 C:AQ973,S:T H:QJ984 D:KJT53 C:J2,S:932 H:KT753 D:AQ82 C:T,auction_1s
Michaels,10,S:KQ H:AKQ83 D:QJT54 C:3,S:98753 H:JT96 D:8 C:Q74,S:T6 H:74 D:K763 C:AT965,S:AJ42 H:52 D:A92 C:KJ82,auction_1c
Michaels,11,S:KT93 H:J652 D:K6 C:KQ5,S:8742 H:AKQ74 D:2 C:AJ7,S:AQJ65 H:9 D:AQT53 C:63,S: H:T83 D:J9874 C:T9842,auction_1h
Michaels,12,S:AT983 H:8 D:75 C:QJT74,S:KJ754 H:Q3 D:842 C:932,S:6 H:K642 D:KT93 C:K865,S:Q2 H:AJT975 D:AQJ6 C:A,auction_1h
Michaels,13,S:762 H:J95 D:QJ8 C:7542,S:J H:A3 D:AK9732 C:KQ96,S:AK853 H:KQT74 D:5 C:A3,S:QT94 H:862 D:T64 C:JT8,auction_1d
Michaels,14,S:94 H:AT964 D:KQ652 C:8,S:K3 H:52 D:T983 C:Q9754,S:QJT8765 H:83 D:74 C:A6,S:A2 H:KQJ7 D:AJ C:KJT32,auction_1c
Michaels,15,S:J943 H:J6 D:T764 C:976,S:A7 H:83 D:Q832 C:KQJ84,S:KQT62 H:AKQ74 D:5 C:A3,S:85 H:T952 D:AKJ9 C:T52,auction_1c
Michaels,16,S:K9852 H:A9432 D:T5 C:9,S:QT743 H:J6 D:93 C:Q873,S:A6 H:KQT8 D:742 C:AK65,S:J H:75 D:AKQJ86 C:JT42,auction_1d
Michaels,17,S:A73 H:AK D:AQ63 C:T853,S:KJT982 H:72 D:T9 C:AK2,S:4 H:6 D:K8752 C:QJ9764,S:Q65 H:QJT98543 D:J4 C:,auction_1s
Michaels,18,S:QJ753 H:A9842 D:K5 C:4,S:K9 H:T7 D:AJ86 C:AT987,S:T4 H:J6 D:QT9742 C:K65,S:A862 H:KQ53 D:3 C:QJ32,auction_1c
Michaels,18,S:QJ753 H:A9842 D:K5 C:4,S:K92 H:T75 D:63 C:AQJ32,S:T4 H:J6 D:QT9742 C:K65,S:A86 H:KQ3 D:AJ8 C:T987,auction_1c_2c_3c
Michaels,19,S:7 H:62 D:A64 C:AKQ8743,S:AKJ4 H:AT84 D:KQ32 C:5,S:QT652 H:KQ973 D:7 C:J9,S:983 H:J5 D:JT985 C:T62,auction_1d
Michaels,20,S:KJT52 H:A9743 D:62 C:T,S:A963 H:KQJ D:T943 C:84,S:Q874 H:T65 D:7 C:A9752,S: H:82 D:AKQJ85 C:KQJ63,auction_1d
