Subfolder,Deal,Seat,Bid,BidSequence,NorthHand,EastHand,SouthHand,WestHand
Notrump,10,West,Calm,Calm,S:AT9 H:83 D:AKJT82 C:J8,,S:KQ6 H:KQ4 D:Q74 C:KT96,
Notrump,11,West,Calm,Calm,S:3 H:A85 D:KJ3 C:AQ8754,,S:KQ6 H:KQ4 D:A74 C:KT96,
Notrump,12,East,1D,1D,S:Q8 H:Q98732 D:6 C:T963,,S:K96 H:KJ64 D:AQ4 C:QJ5,
Notrump,13,West,Calm,Calm,S:KQT72 H:83 D:75 C:T872,,S:AJ8 H:K952 D:AQ4 C:AQ9,
Notrump,14,West,Calm,Calm,S:A6 H:AJ6 D:KJ62 C:Q864,,S:K983 H:KQ2 D:T74 C:953,
Notrump,15,West,Calm,Calm,S:AQ2 H:A97 D:Q83 C:KQT4,,S:K93 H:KQ2 D:T974 C:J53,
Notrump,16,West,Calm,Calm,S:AQT H:Q6 D:AJ73 C:KT96,,S:73 H:AK2 D:KT94 C:Q753,
Notrump,17,West,Calm,Calm,S:AQ52 H:KQ9 D:J7 C:AT97,,S:73 H:T75 D:AKT964 C:86,
Notrump,18,West,Calm,Calm,S:A743 H:AJ9 D:KJ2 C:Q63,,S:QJ5 H:K6 D:AQ74 C:KJT7,
Notrump,19,West,Calm,Calm,S:AQ7 H:AT4 D:KQJ6 C:A83,,S:K6 H:KJ5 D:T75 C:KQJT4,
Notrump,20,West,Calm,Calm,S:AT3 H:Q7 D:AT75 C:AJ62,,S:987642 H:95 D:QJ4 C:73,
Notrump,21,West,Calm,Calm,S:J9 H:A73 D:AQ95 C:A983,,S:76 H:KJ9865 D:86 C:KJT,
Notrump,22,West,Calm,Calm,S:K84 H:A73 D:KJ64 C:A75,,S:QJT95 H:T4 D:A87 C:KQ9,
Notrump,23,West,Calm,Calm,S:AJ3 H:AJ65 D:K5 C:QJ63,,S:85 H:K7 D:AT9 C:AKT875,
Notrump,24,West,Calm,Calm,S:KQ9 H:AJT D:AQ2 C:AJT4,,S:85 H:97 D:KT9873 C:962,
Notrump,25,West,Calm,Calm,S:QT2 H:KQJ D:AQ95 C:AJ5,,S:KJ98753 H:A8 D:6 C:KQ2,
Ogust,1,West,Calm,Calm,S:975 H:A5 D:AT64 C:AK82,,S:83 H:QJ9764 D:K7 C:964,
Ogust,2,West,Calm,Calm,S:83 H:KT9764 D:K7 C:964,,S:A75 H:85 D:AT64 C:AK82,
Ogust,3,West,Calm,Calm,S:J2 H:A62 D:A853 C:AK86,,S:KQT854 H:85 D:764 C:92,
Ogust,4,West,Calm,Calm,S:QJ8753 H:KQ3 D:97 C:T4,,S:K6 H:A85 D:AT64 C:A982,
Ogust,5,West,Calm,Calm,S:J2 H:A62 D:A853 C:AK86,,S:KT9854 H:KQ D:964 C:75,
Ogust,6,West,Calm,Calm,S:T62 H:84 D:AQ9873 C:74,,S:A93 H:A75 D:K654 C:A82,
Ogust,7,West,Calm,Calm,S:KJ94 H:A63 D:J2 C:AK76,,S:83 H:T2 D:AKQT64 C:984,
Ogust,8,West,Calm,Calm,S:2 H:AKQT83 D:765 C:964,,S:QT3 H:75 D:AKQ4 C:A872,
Ogust,9,West,Calm,Calm,S:A876 H:K5 D:A974 C:A86,,S:K3 H:AQ9764 D:85 C:973,
Ogust,10,West,Calm,Calm,S:AQ9874 H:873 D:75 C:K4,,S:KT3 H:5 D:AKQ94 C:A872,
Overcalls,1,East,1D,1D,S:Q764 H:J72 D:92 C:A843,,S:A9 H:AQ93 D:K875 C:J65,
Overcalls,2,West,1C,1C,S:T92 H:AQJ75 D:QJ7 C:86,,S:A753 H:KT93 D:K964 C:5,
Overcalls,3,East,1C,1C,S:A743 H:K83 D:63 C:9843,,S:T9 H:AQJ75 D:A875 C:65,
Overcalls,4,West,1D,1D,S:KQJ97 H:8 D:Q62 C:Q943,,S:6 H:KJ943 D:K94 C:8765,
Overcalls,5,East,1S,1S,S:J752 H:A863 D:AT2 C:T3,,S:T9 H:KQJ752 D:QJ7 C:65,
Overcalls,6,West,1D,1D,S:AK975 H:KT3 D:953 C:K7,,S:J83 H:AJ92 D:T7 C:9832,
Overcalls,6,East,2D,1D-1S-2D,S:AK975 H:KT3 D:953 C:K7,,S:J83 H:AJ92 D:T7 C:9832,
Overcalls,7,East,1D,1D,S:K842 H:A93 D:T5 C:KQ93,,S:QJT93 H:KQ4 D:863 C:82,
Overcalls,8,West,1H,1H,S:AQJ64 H:3 D:9862 C:J82,,S:K8753 H:752 D:A C:7543,
Overcalls,8,East,3H,1H-1S-3H,S:AQJ64 H:3 D:9862 C:J82,,S:K8753 H:752 D:A C:7543,
Overcalls,9,East,1C,1C,S:AJ76 H:Q973 D:A54 C:92,,S:53 H:AKT84 D:K63 C:A54,
Overcalls,10,West,1S,1S,S:72 H:Q8 D:J52 C:AKJ972,,S:AK5 H:KT52 D:T974 C:Q3,
Overcalls,11,East,1C,1C,S:A832 H:KJT6 D:J93 C:T8,,S:KQ9 H:A84 D:AT5 C:KQ93,
Overcalls,12,West,1D,1D,S:AKT75 H:J6 D:972 C:Q83,,S:Q863 H:AKQ7 D:65 C:KT6,
Overcalls,13,East,1H,1H,S:T7 H:KQ62 D:K85 C:8742,,S:KQJ984 H:84 D:Q63 C:95,
Overcalls,14,West,1D,1D,S:975 H:KQJ97 D:83 C:K52,,S:AKJ863 H:3 D:65 C:QT76,
Overcalls,15,East,1C,1C,S:KQJ973 H:Q D:A872 C:T4,,S:T85 H:AKJ84 D:K63 C:95,
Overcalls,16,West,1D,1D,S:JT9 H:KT73 D:AJT C:AQ5,,S:KQ83 H:A865 D:65 C:T76,
Overcalls,17,East,1S,1S,S:84 H:KQJ D:AQ95 C:K972,,S:AJ9 H:T94 D:K3 C:QJT63,
Overcalls,18,West,1C,1C,S:KQJT5 H:QT7 D:AJ3 C:87,,S:83 H:AJ9 D:KQ97 C:QJT6,
Overcalls,19,East,1C,1C,S:AJT H:QT7 D:A75 C:KQT9,,S:83 H:K85 D:KQT964 C:72,
Overcalls,20,West,1C,1C,S:KQT932 H:842 D:A7 C:92,,S:A85 H:AK7 D:KJ6 C:T864,
Preempt,1,West,Calm,Calm,S:A87 H:KQ873 D:J C:A954,,S:952 H:2 D:AQT9875 C:87,
Preempt,2,West,Calm,Calm,S:KQJT864 H:97 D:65 C:T4,,S:92 H:KJ85 D:KJ9 C:KQ83,
Preempt,3,West,Calm,Calm,S:J9873 H:A42 D:82 C:AK7,,S:A H:QJT8763 D:975 C:62,
Preempt,4,West,Calm,Calm,S:83 H:KQT8742 D:862 C:5,,S:AK76 H:J53 D:94 C:A874,
Preempt,5,West,Calm,Calm,S:T4 H:Q86 D:A963 C:J642,,S:KQJ98752 H:9 D:52 C:87,
Preempt,6,West,Calm,Calm,S:KQJ9873 H:6 D:9842 C:7,,S:T6 H:AKQ85 D:AK C:A864,
Preempt,7,West,X,3H-X,S:Q876 H:5 D:AJT4 C:J853,,S:95 H:KQT8763 D:82 C:T9,
Preempt,7,East,3S,3H-X-pass-3S,S:Q876 H:5 D:AJT4 C:J853,,S:95 H:KQT8763 D:82 C:T9,
Preempt,8,East,3S,3D-3S,S:4 H:652 D:KQJT873 C:85,,S:8632 H:K8 D:A964 C:A73,
Preempt,9,West,X,3D-X,S:A8 H:874 D:J942 C:K632,,S:95 H:6 D:AQT8763 C:T95,
Preempt,9,East,4H,3D-X-4D-4H,S:A8 H:874 D:J942 C:K632,,S:95 H:6 D:AQT8763 C:T95,
Preempt,10,West,Calm,Calm,S:853 H:AQJ9843 D:T76 C:,,S:964 H: D:8542 C:AKQJ83,
Preempt,11,East,1H,1H,S:Q5 H:AJ83 D:Q765 C:KQ2,,S:AKT8763 H:6 D:84 C:T95,
Preempt,12,West,1C,1C,S:Q H:KJT9642 D:T8 C:764,,S:AK72 H:Q7 D:A542 C:A95,
Reverse,1,West,Calm,Calm,S:AKT3 H:AQ75 D:T95 C:72,,S:QJ85 H:K9 D:K62 C:A863,
Reverse,2,West,Calm,Calm,S:KQ83 H:QJ D:KJ6 C:JT97,,S:T72 H:AK94 D:Q54 C:KQ5,
Reverse,3,West,Calm,Calm,S:J3 H:Q8 D:KQJ5 C:AK762,,S:KT94 H:KT96 D:T82 C:95,
Reverse,4,West,Calm,Calm,S:KQ9865 H:K82 D:T5 C:KT,,S:J H:AQT D:AQJ3 C:QJ986,
Reverse,5,West,Calm,Calm,S:6 H:AKQ4 D:963 C:AQJT3,,S:AQ985 H:T865 D:84 C:K7,
Reverse,6,West,Calm,Calm,S:T75 H:82 D:AQ53 C:JT84,,S:KQJ64 H:AKJ76 D:K6 C:5,
Reverse,7,West,Calm,Calm,S:AK H:52 D:A642 C:AKT74,,S:T74 H:KJ98 D:K73 C:985,
Reverse,8,West,Calm,Calm,S:J7 H:AK63 D:KQT85 C:KT,,S:KQT5 H:Q8 D:J94 C:QJ97,
Reverse,9,West,Calm,Calm,S:Q52 H:A863 D:753 C:843,,S:63 H:K5 D:KQJ6 C:AKT72,
Reverse,10,West,Calm,Calm,S:J73 H:J D:AK64 C:AK983,,S:T85 H:KQ9874 D:83 C:76,
Reverse,11,West,Calm,Calm,S:AK86 H:72 D:T98 C:7654,,S:7 H:AQJ9 D:KQJ764 C:A3,
Reverse,12,West,Calm,Calm,S:KQ9743 H:872 D:K5 C:T3,,S:J5 H:AT D:AQJ3 C:KQ986,
Reverse,13,West,Calm,Calm,S:J H:K84 D:AQT9 C:KQJT7,,S:A8643 H:76 D:KJ64 C:A5,
Reverse,14,West,Calm,Calm,S:AT83 H:852 D:T95 C:QJ3,,S:9 H:KQ76 D:KQ842 C:AT8,
Roman,1,West,Calm,Calm,S:KQJT75 H:AJ863 D:A C:5,,S:A8 H:KQ972 D:874 C:QJ3,
Roman,2,West,Calm,Calm,S:KQJ5 H:AQJ3 D:Q6 C:KQJ,,S:AT9732 H:K95 D:85 C:A7,
Roman,3,West,Calm,Calm,S:KQ962 H:K865 D:5 C:KQ3,,S:JT87 H:A7 D:AK63 C:A82,
Roman,4,West,Calm,Calm,S:KQ84 H:AJ6 D:J3 C:QJ83,,S:AJ972 H:KQ5 D:K5 C:AK6,
Roman,5,West,Calm,Calm,S:KJ7 H:6 D:AQT875 C:AT6,,S:AQ H:T74 D:KJ63 C:KQJ7,
Roman,6,West,Calm,Calm,S:A652 H:QJ52 D:KJ3 C:82,,S:KT8 H:AK9864 D: C:AKQ7,
Roman,7,West,Calm,Calm,S:AQ974 H:8 D:A632 C:KQJ,,S:K8652 H:KJT7 D: C:A983,
Roman,8,West,Calm,Calm,S:KQJ H:AT76 D:AQJ C:QJ9,,S:AT8 H:K984 D:K9 C:KT65,
Roman,9,West,Calm,Calm,S:AKQJ H:AJT7 D:A5 C:KQT,,S:7 H:KQ985 D:KQ74 C:983,
Roman,10,West,Calm,Calm,S:AQJ753 H:65 D:A43 C:82,,S:KT H:AK984 D:KQ8 C:KQ6,
Roman,11,West,Calm,Calm,S:AKQJ H:AQT43 D:AJ8 C:7,,S:7642 H:KJ985 D:KQ74 C:,
Roman,12,West,Calm,Calm,S:AT97 H:KJT D:QJT3 C:KJ,,S:K652 H:AQ74 D:K86 C:AQ,
Roman,13,West,Calm,Calm,S:AKQJ3 H:T875 D:K C:KQJ,,S:97 H:AK96 D:AQ974 C:A5,
Roman,14,West,Calm,Calm,S:A63 H:AK9865 D:K C:A32,,S:K7 H:QJ3 D:AQJT875 C:K,
Roman,15,West,Calm,Calm,S:T86 H:KQJ83 D:T C:AKQ6,,S: H:AT96 D:KQJ74 C:JT83,
Roman,16,West,Calm,Calm,S:AT843 H:QT84 D: C:KJT2,,S:KQJ965 H:AK D:875 C:A5,
Roman,17,West,Calm,Calm,S:AQ5 H:4 D:AKT863 C:AKQ,,S:K87 H:AT6 D:Q974 C:JT8,
Roman,18,West,Calm,Calm,S: H:KQT8632 D:53 C:JT82,,S:Q8 H:AJ97 D:KQJ C:AKQ6,
Roman,19,West,Calm,Calm,S:AQJ8543 H:7 D:AK4 C:AK,,S:KT72 H:AK865 D:83 C:64,
Roman,20,West,Calm,Calm,S:QJ73 H:A8 D:T864 C:KJ5,,S:AK9654 H:KQ6 D:KQJ2 C:,
Stayman,1,West,Calm,Calm,S:KT82 H:74 D:AK63 C:AJ7,,S:A4 H:KJ98 D:T872 C:865,
Stayman,2,West,Calm,Calm,S:KQJ5 H:T63 D:AQ9 C:KQT,,S:A4 H:AJ98 D:T872 C:865,
Stayman,3,West,Calm,Calm,S:A983 H:AK5 D:A95 C:J94,,S:KQT6 H:964 D:KJT8 C:73,
Stayman,4,West,Calm,Calm,S:965 H:A9 D:AQT5 C:KQ86,,S:AJT4 H:KQJ5 D:863 C:J7,
Stayman,5,West,Calm,Calm,S:T982 H:KQ6 D:A94 C:AK5,,S:KQJ3 H:AJ5 D:72 C:9843,
Stayman,6,West,Calm,Calm,S:KQ5 H:Q95 D:KQ94 C:A62,,S:AT94 H:KJT7 D:AJ C:KQ3,
Stayman,7,West,Calm,Calm,S:QT9 H:AQJ3 D:AT8 C:QJ6,,S:4 H:KT97 D:KQJ3 C:AK85,
Stayman,8,West,Calm,Calm,S:95 H:KQ95 D:AK63 C:KQ8,,S:AKQ42 H:JT76 D:75 C:93,
Stayman,9,West,Calm,Calm,S:T86 H:KQ5 D:A864 C:AKT,,S:AKQ42 H:JT76 D:75 C:93,
Stayman,10,West,Calm,Calm,S:AQJ9 H:KJ D:Q764 C:Q53,,S:KT42 H:AQT963 D: C:874,
Stayman,11,West,Calm,Calm,S:AQJ H:KJ D:Q764 C:Q653,,S:KT42 H:AQT963 D: C:874,
Stayman,12,West,Calm,Calm,S:83 H:KQ74 D:7643 C:A82,,S:KT42 H:A3 D:QJ95 C:KQ7,
Stayman,13,West,Calm,Calm,S:JT83 H:JT86 D:KT C:A84,,S:KQ2 H:A93 D:QJ95 C:KQ7,
Stayman,14,West,Calm,Calm,S:KT85 H:9852 D:A93 C:Q5,,S:Q762 H:Q63 D:KQJ C:AJ7,
Stayman,15,West,Calm,Calm,S:QT93 H:K873 D:A5 C:764,,S:J62 H:AT95 D:KQJ4 C:AQ,
Stayman,16,West,Calm,Calm,S:AT96 H:63 D:QT84 C:K83,,S:KQJ4 H:AT95 D:J73 C:AQ,
Stayman,17,West,Calm,Calm,S:AQ52 H:KQT96 D:T9 C:97,,S:KJ4 H:A8 D:QJ73 C:AQT8,
Stayman,18,West,Calm,Calm,S:Q2 H:K9753 D:Q73 C:QT6,,S:K7 H:QJT D:AK95 C:KJ94,
Stayman,19,West,Calm,Calm,S:QJ763 H:KT73 D:42 C:Q5,,S:AK H:QJ9 D:KQ83 C:AJT7,
Stayman,20,West,Calm,Calm,S:Q963 H:K5 D:Q875 C:742,,S:KJT5 H:AQJ9 D:AJ9 C:KQ,
Stayman,21,West,Calm,Calm,S:AJ85 H:KJ D:AK8 C:KJ96,,S:KQ42 H:AQT943 D: C:874,
Stayman,22,West,Calm,Calm,S:A83 H:AK64 D:Q52 C:Q87,,S:Q742 H:T983 D:J8763 C:,
Stayman,23,West,Calm,Calm,S:AK73 H:A95 D:982 C:AQ2,,S:QJ85 H:K64 D:QJ7 C:KT8,
Stayman,24,East,2S,1NT-pass-2C-2S,S:AQT6 H:Q7 D:T95 C:K974,,S:98 H:KJ4 D:AQJ7 C:AT85,
Stayman,25,East,2D,1NT-2D,S:A8 H:KJ74 D:A72 C:KQ53,,S:KQT2 H:AQT3 D:63 C:874,
Takeout,1,East,1D,1D,S:K5 H:JT53 D:9742 C:873,,S:A964 H:AK98 D:8 C:QT65,
Takeout,2,East,1D,1D,S:A983 H:QJ D:7652 C:843,,S:KQT4 H:AK98 D:8 C:AJ65,
Takeout,3,East,1C,1C,S:K62 H:T853 D:864 C:964,,S:AQ4 H:KQJ6 D:QJT7 C:A3,
Takeout,4,East,1H,1H,S:KJ83 H:Q75 D:73 C:K652,,S:AQ64 H:8 D:JT82 C:AT73,
Takeout,5,East,1H,1H,S:KJ83 H:Q75 D:73 C:K652,,S:AQ64 H:8 D:AT82 C:AT73,
Takeout,6,East,1D,1D,S:KQ95 H:AJ73 D:963 C:K7,,S:JT86 H:KQ4 D:A7 C:A985,
Takeout,6,East,3D,1D-X-pass-2D-3D,S:KQ95 H:AJ73 D:963 C:K7,,S:JT86 H:KQ4 D:A7 C:A985,
Takeout,7,East,1S,1S,S:AQ86 H:742 D:983 C:K75,,S:95 H:KQT3 D:AT54 C:A96,
Takeout,8,East,1S,1S,S:AQ86 H:742 D:Q83 C:Q75,,S:95 H:KQT3 D:AJT5 C:AK6,
Takeout,9,East,1S,1S,S:7643 H:962 D:94 C:AK86,,S:K8 H:AKQT73 D:A75 C:94,
Takeout,10,West,1C,1C,S:74 H:J5 D:K8732 C:Q762,,S:A85 H:KQ73 D:AJT5 C:94,
Takeout,10,East,1S,1C-pass-1S,S:74 H:J5 D:K8732 C:Q762,,S:A85 H:KQ73 D:AJT5 C:94,
Takeout,11,East,2S,2S,S:J853 H:T962 D:Q96 C:73,,S:7 H:AKJ3 D:AKT5 C:AQJ9,
Takeout,12,East,1D,1D,S:AT42 H:753 D:86 C:KT65,,S:QJ9 H:AK8 D:AJT C:AJ97,
Takeout,13,East,1C,1C,S:865 H:743 D:KQ742 C:52,,S:KQ9 H:AK8 D:AJT C:AJ97,
Takeout,14,West,1D,1D,S:AKT3 H:AJ82 D:AQ6 C:83,,S:Q965 H:Q43 D:852 C:764,
Takeout,15,West,1H,1H,S:AKJ3 H:52 D:KQT6 C:KQ5,,S:Q965 H:873 D:84 C:AJ96,
Takeout,16,West,1S,1S,S:9 H:A932 D:KT63 C:AK75,,S:A54 H:KT64 D:QJ98 C:83,
Takeout,17,West,1C,1C,S:KQ95 H:A874 D:AJ3 C:64,,S:AT73 H:95 D:KQT9 C:A87,
Takeout,18,West,1S,1S,S:T3 H:K952 D:AK73 C:Q95,,S:K54 H:QJT873 D:Q4 C:A6,
Takeout,19,West,1D,1D,S:AKQT942 H:87 D: C:AQ42,,S:65 H:Q42 D:97542 C:T96,
Takeout,20,West,1H,1H,S:AKQ864 H:8 D:A85 C:K62,,S:J95 H:964 D:76 C:AT853,
Takeout,20,West,2H,1H-X-pass-2C-2H,S:AKQ864 H:8 D:A85 C:K62,,S:J95 H:964 D:76 C:AT853,
Takeout,21,West,1D,1D,S:A84 H:KQJ6 D:92 C:KQJ7,,S:J965 H:873 D:84 C:A864,
Takeout,21,East,1S,1D-X-1S,S:A84 H:KQJ6 D:92 C:KQJ7,,S:J965 H:873 D:84 C:A864,
Takeout,21,West,2D,1D-X-1S-pass-2D,S:A84 H:KQJ6 D:92 C:KQJ7,,S:J965 H:873 D:84 C:A864,
Takeout,22,West,1D,1D,S:A975 H:KJ3 D:97 C:KQ52,,S:83 H:QT965 D:842 C:A84,
Takeout,22,East,1S,1D-X-1S,S:A975 H:KJ3 D:97 C:KQ52,,S:83 H:QT965 D:842 C:A84,
Takeout,23,West,1D,1D,S:K873 H:KJ4 D:76 C:AQ52,,S:54 H:Q9752 D:952 C:763,
Takeout,23,East,XX,1D-X-XX,S:K873 H:KJ4 D:76 C:AQ52,,S:54 H:Q9752 D:952 C:763,
Takeout,23,East,2D,1D-X-XX-1H-pass-pass-2D,S:K873 H:KJ4 D:76 C:AQ52,,S:54 H:Q9752 D:952 C:763,
Takeout,24,East,2H,2H,S:3 H:KQ D:QJT62 C:KQT84,,S:KT97 H:8 D:AK73 C:AJ96,
Takeout,25,West,1C,1C,S:AQ86 H:A742 D:KJT5 C:7,,S:K9 H:85 D:Q62 C:QJT963,
Transfers,1,West,Calm,Calm,S:AK53 H:QT D:Q65 C:A742,,S:94 H:KJ9863 D:T8 C:865,
Transfers,2,West,Calm,Calm,S:KT5 H:A5 D:QJ84 C:KQ73,,S:Q8764 H:Q4 D:K63 C:J92,
Transfers,3,West,Calm,Calm,S:KT5 H:A5 D:QJ84 C:KQ73,,S:QJ764 H:74 D:K63 C:A92,
Transfers,4,West,Calm,Calm,S:AJ76 H:Q6 D:K753 C:KQ4,,S:53 H:K98742 D:AT6 C:65,
Transfers,5,West,Calm,Calm,S:QT9 H:K53 D:K62 C:AK84,,S:53 H:AQT742 D:QJT C:65,
Transfers,6,West,Calm,Calm,S:QJ5 H:K8 D:AT62 C:AK98,,S:KT987 H:A9764 D:83 C:5,
Transfers,7,West,Calm,Calm,S:Q6 H:A74 D:KJ92 C:KQ83,,S:AJ854 H:KQT83 D:6 C:75,
Transfers,8,West,Calm,Calm,S:J4 H:AQJ5 D:AQJ3 C:T96,,S:AQT75 H:4 D:986 C:AKQ5,
Transfers,9,West,Calm,Calm,S:KJ H:KQ9 D:KT73 C:AJ74,,S:AQT75 H:A4 D:986 C:KQ5,
Transfers,10,West,Calm,Calm,S:Q2 H:AJ3 D:AK64 C:KQJT,,S:75 H:KQ874 D:T93 C:874,
Transfers,11,West,Calm,Calm,S:92 H:QT962 D:K54 C:K83,,S:KQ75 H:J8 D:AQ6 C:QJ74,
Transfers,12,West,Calm,Calm,S:KJT63 H:96 D:982 C:KJ4,,S:Q4 H:AQ8 D:KQT5 C:AT93,
Transfers,13,West,Calm,Calm,S:93 H:QJT62 D:753 C:KQ4,,S:A62 H:875 D:AKQ C:AT98,
Transfers,14,West,Calm,Calm,S:AK9753 H:842 D:53 C:76,,S:J6 H:A75 D:AQ72 C:KJ83,
Transfers,15,West,Calm,Calm,S:873 H:AKT872 D:93 C:65,,S:A6 H:965 D:KQJ2 C:AK98,
Transfers,16,West,Calm,Calm,S:T9873 H:KQT D:A4 C:T73,,S:A6 H:965 D:KQJ2 C:AK98,
Transfers,17,West,Calm,Calm,S:Q9854 H:KQT83 D:75 C:3,,S:AK H:J65 D:AKJ4 C:J865,
Transfers,18,West,Calm,Calm,S:AK873 H:KT965 D:75 C:9,,S:QT5 H:AQ4 D:KJ4 C:KJ65,
Transfers,19,West,Calm,Calm,S:KQ94 H:AJ973 D:83 C:A6,,S:T5 H:KQT4 D:AK7 C:KQ98,
Transfers,20,West,Calm,Calm,S:Q9853 H:72 D:8642 C:A3,,S:JT4 H:AK D:AK97 C:KQ98,
Transfers,21,West,Calm,Calm,S:K6 H:AQJT7 D:T95 C:KQ3,,S:AJT H:K853 D:AK C:J864,
Transfers,22,West,Calm,Calm,S:J3 H:AK953 D:42 C:AK72,,S:AQ64 H:J6 D:AK75 C:J83,
Transfers,23,East,2S,1NT-pass-2D-2S,S:AJT H:KQJ93 D:Q43 C:72,,S:94 H:A86 D:AK97 C:A865,
Transfers,24,East,2S,1NT-pass-2D-2S,S:T86 H:Q97532 D:652 C:9,,S:94 H:AJ86 D:AK9 C:A865,
Transfers,25,East,2S,1NT-pass-2D-2S,S:T95 H:AK753 D:83 C:K42,,S:AJ4 H:86 D:AK97 C:A865,
Weak2,1,West,Calm,Calm,S:QT2 H:K5 D:9742 C:QJ64,,S:95 H:642 D:AKJT85 C:87,
Weak2,2,West,Calm,Calm,S:Q H:KJT973 D:762 C:642,,S:AK84 H:Q4 D:QJ5 C:QJ83,
Weak2,3,West,Calm,Calm,S:J642 H:K7 D:A843 C:T64,,S:KQT875 H:A84 D:76 C:92,
Weak2,4,West,Calm,Calm,S:J6 H:Q73 D:QJT973 C:94,,S:A83 H:AKJ854 D:5 C:875,
Weak2,5,West,Calm,Calm,S:A853 H:K74 D:A64 C:KQ7,,S:96 H:QJT852 D:K53 C:65,
Weak2,6,West,Calm,Calm,S:KQ9763 H:T2 D:K62 C:74,,S:A854 H:73 D:J85 C:QT83,
Weak2,7,West,Calm,Calm,S:QJ42 H:A74 D:KJ74 C:KJ,,S:AK9763 H:Q92 D:62 C:T7,
Weak2,8,West,1H,1H,S:AQT863 H:76 D:94 C:T62,,S:K9754 H:52 D:J85 C:983,
Weak2,8,East,3H,1H-2S-3H,S:AQT863 H:76 D:94 C:T62,,S:K9754 H:52 D:J85 C:983,
Weak2,8,West,X,1H-2S-3H-4S-X,S:AQT863 H:76 D:94 C:T62,,S:K9754 H:52 D:J85 C:983,
Weak2,9,West,Calm,Calm,S:AQ742 H:A63 D:J5 C:AT9,,S:96 H:875 D:AKQ762 C:54,
Weak2,10,West,Calm,Calm,S:KQ9763 H:J2 D:J6 C:754,,S:A854 H:3 D:AK52 C:KQ83,
Weak2,11,West,Calm,Calm,S:KQJ2 H:Q752 D:A5 C:K83,,S:75 H:KJT864 D:84 C:A97,
Weak2,12,West,Calm,Calm,S:96 H:KQT763 D:754 C:J7,,S:KJ54 H:J52 D:AQT3 C:A8,
Weak2,13,West,Calm,Calm,S:AJT H:Q75 D:KQ4 C:AJT4,,S:943 H:K8 D:AJT965 C:65,
Weak2,14,West,Calm,Calm,S:KQT763 H:94 D:KJ7 C:95,,S:J54 H:KJ52 D:AQT3 C:A8,
Weak2,15,East,1H,1H,S:T653 H:A7 D:KQ3 C:A862,,S:AQ9874 H:65 D:986 C:T4,
Weak2,16,West,Calm,Calm,S:96 H:984 D:AKQ874 C:72,,S:A542 H:A52 D:J3 C:A865,
Weak2,17,West,Calm,Calm,S:AK653 H:AQ32 D:J C:765,,S:J974 H:8 D:AQT986 C:T4,
Weak2,18,West,Calm,Calm,S:KJ9862 H:T5 D:A74 C:72,,S:AQ754 H:AK2 D:3 C:KQJT,
Weak2,19,West,Calm,Calm,S:KQJ864 H: D:A852 C:KQ3,,S:AT7 H:AJT965 D:97 C:52,
Weak2,20,West,Calm,Calm,S:A93 H:QJT754 D:74 C:J2,,S:KQJT84 H: D:Q86 C:AQ93,
